,text,neg,neu,pos,compound
492,"RT @PandemicTruther: In the UK, women are selling their bodies to make the ends meet. UK is reduced to this. Next year, every UK household…",0.046,0.784,0.17,1.0
493,"Energy consumption is also one of the problems in the web3 space since the ETH merge. Which is why there is need for a well oriented project like @IneryBlockchain who offers relatively low cost in carrying out transactions and with less energy 
#inery https://t.co/kWQ0CH0bkX",0.046,0.783,0.17,1.0
494,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.046,0.783,0.17,1.0
495,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.046,0.783,0.17,1.0
496,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.046,0.784,0.17,1.0
497,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.046,0.784,0.17,1.0
498,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.046,0.784,0.17,1.0
499,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.046,0.784,0.17,1.0
500,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.046,0.784,0.17,1.0
501,RT @JMGlachant: Voluntarily reducing energy consumption has still margins of improvement…,0.046,0.784,0.17,1.0
502,RT @toyota_europe: Aiming to make our European manufacturing facilities #CarbonNeutral by 2030 #Toyota takes multi-faceted approach -  mini…,0.046,0.784,0.17,1.0
503,RT @BTCTN: #Russian Ministry of Energy expects #crypto mining’s #power #consumption to rise in 2022. https://t.co/CA4KW36U0j,0.046,0.784,0.17,1.0
504,"Itron $ITRI said Thursday that it will connect and manage 260,000 smart streetlights within the service area of Baltimore Gas &amp; Electric to help lower energy consumption and improve community safety.",0.046,0.784,0.17,1.0
505,Bitcoin miners are required to report their energy consumption in the proposed bill https://t.co/XPcOqQqAuk,0.046,0.784,0.17,1.0
506,RT @JMGlachant: Voluntarily reducing energy consumption has still margins of improvement…,0.046,0.784,0.171,1.0
507,@LayahHeilpern ECB is actually only against Btcoin because of its high energy consumption. What exactly are you trying to say? 🤣,0.046,0.784,0.17,1.0
508,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.046,0.784,0.17,1.0
509,"RT @jbelizaireCEO: ""You can use this type of computing to absorb excess renewable energy, which is one of the biggest challenges in renewab…",0.046,0.784,0.17,1.0
510,"RT @jbelizaireCEO: ""You can use this type of computing to absorb excess renewable energy, which is one of the biggest challenges in renewab…",0.045,0.784,0.17,1.0
511,RT @Agora_Bank: There's been a lot of talk about the crypto industry's excessive consumption of energy. 1/5,0.045,0.784,0.17,1.0
512,There's been a lot of talk about the crypto industry's excessive consumption of energy. 1/5,0.045,0.784,0.17,1.0
513,RT @BTCTN: #Russian Ministry of Energy expects #crypto mining’s #power #consumption to rise in 2022. https://t.co/CA4KW36U0j,0.045,0.784,0.17,1.0
514,RT @toyota_europe: Aiming to make our European manufacturing facilities #CarbonNeutral by 2030 #Toyota takes multi-faceted approach -  mini…,0.045,0.785,0.17,1.0
515,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.045,0.785,0.17,1.0
516,RT @UxbEconomist07: Enormous amount of £ from Britain using all it’s #Energy resources such as CokingCoal &amp; #Fracking #ShaleGas would enabl…,0.045,0.785,0.17,1.0
517,RT @UxbEconomist07: Enormous amount of £ from Britain using all it’s #Energy resources such as CokingCoal &amp; #Fracking #ShaleGas would enabl…,0.045,0.785,0.17,1.0
518,"Today, I am proud to announce that the energy consumption for the node I operate is over 90% carbon-free, as it is a mixture of hydroelectricity/solar/geothermal.

Here's to a #greener future!

$AZERO state-of-the-art technology powering the ideas of tomorrow today... https://t.co/APN787UkM9",0.045,0.786,0.17,1.0
519,"@MikePannett @obbsie @JSHKT20 @kerryblakeman @FABSITEUK @PD_Sable @Ex_arv_sgt @keenyn7 @TVP_ACC @ProtectRPolice @flyabout7 Great documentary. I was a young lad at the time but still have some hazy memories. I do wonder how the country would cope now should such weather hit us again. Over reliance on road transport, less rail infrastructure, central heating, higher energy consumption etc etc. 🤔",0.045,0.786,0.169,1.0
520,"RT @aeberman12: Faith that technology will save us from our bad behavior is a terrible bet. 

Lower consumption of ALL energy will save us…",0.045,0.785,0.17,1.0
521,RT @krugermacro: Maxis want ETH to be named a security. While non-crypto people want to make proof of work illegal due to its high energy c…,0.046,0.784,0.17,1.0
522,RT @AltcoinDailyio: The same people who FUD #Bitcoin energy consumption do THIS 👇🎄 https://t.co/X9yG7YFs6I,0.046,0.784,0.17,1.0
523,"4/ EACs vs Offsets?

EACs: track production &amp; consumption of renewable energy on the grid &amp; incentivize grids to transition to renewable power💡

Carbon Offsets: track the capture &amp; release of greenhouse gasses (GHG) &amp; incentivize reducing the level of GHG in the atmosphere💨",0.046,0.785,0.17,1.0
524,"RT @ChrisMusson: NEW: UK Statistics Authority on Nicola Sturgeon's false claim in parliament that Scotland's ""net energy consumption"" is ""p…",0.046,0.785,0.17,1.0
525,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.046,0.785,0.17,1.0
526,"@oceanprotocol extends deadline to enter their ongoing Storage Network Energy Consumption Data Challenge!

If you're yet to get on, head to https://t.co/7yn66QgfpS to make your entries and  stand a chance to win from the 6,000USD $OCEAN prize.

#DataChallenge #Crypto #Bullish https://t.co/hMK328A7om",0.045,0.784,0.17,1.0
527,"We thank grassroots efforts like LVEJO for their help. We also encourage everyone to join in on the effort to stop climate change in an impactful way whether that be using clean energy, reducing your consumption of goods, or joint grassroots efforts like LVEJO in your community.",0.045,0.783,0.171,1.0
528,"RT @ThisWeekinFM: Data centres already make up 3 per cent of global electricity consumption, and with the ever-expanding adoption of techno…",0.045,0.783,0.171,1.0
529,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.045,0.784,0.171,1.0
530,RT @MarketingMax: They even authorized a report that showed Oatly is a better choice for the environment than other traditional dairy produ…,0.045,0.784,0.171,1.0
531,"RT @CRCCNews: #TriptoGreen This Sino-German Eco-City Exhibition Hall is the first ""zero energy consumption"" building in #Tianjin, relying o…",0.045,0.784,0.171,1.0
532,"@RichFVNC And who determines what is excessive and unnecessary consumption of energy? It's not 'necessary' that I go out to breakfast tomorrow. I don't need to be on this phone right now, but John Kerry needs his jets, Bernie his multiple houses, Biden his lobsters.....",0.045,0.784,0.171,1.0
533,"@AntoniZolciak Fortunately, the energy consumption at the node I operate is over 90% carbon-free as it is a mixture of hydroelectricity/solar/geothermal.

Here's to a #greener future!",0.045,0.784,0.171,1.0
534,RT @BTCTN: #Russian Ministry of Energy expects #crypto mining’s #power #consumption to rise in 2022. https://t.co/CA4KW36U0j,0.045,0.785,0.171,1.0
535,"RT @CRCCNews: #TriptoGreen This Sino-German Eco-City Exhibition Hall is the first ""zero energy consumption"" building in #Tianjin, relying o…",0.045,0.785,0.171,1.0
536,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.045,0.785,0.171,1.0
537,"@dgb_ycagel Mining currently consumes energy, for “all” cryptocurrencies. Find a way to reduce Digibyte mining energy consumption, capture the “saved” energy and sell it.",0.045,0.785,0.171,1.0
538,RT @AltcoinDailyio: The same people who FUD #Bitcoin energy consumption do THIS 👇🎄 https://t.co/X9yG7YFs6I,0.045,0.784,0.171,1.0
539,"The report covers a wide range of topics 🤓

Hashing
Bitcoin mining history
Hashrate projections
Bitcoin's security budget
Bitcoin mining rigs
Bitcoin's energy consumption
Bitcoin's relation to climate change and renewable energy
Hurdles that could slow down hashrate growth https://t.co/RgXpqUBKNz",0.045,0.784,0.171,1.0
540,"RT @judgeyourself99: Weather is currently below freezing, yet all I see are adverts telling us to reduce energy consumption. Reduce the pri…",0.045,0.784,0.171,1.0
541,Voluntarily reducing energy consumption has still margins of improvement… https://t.co/pkudjg6hy8,0.045,0.784,0.171,1.0
542,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.045,0.784,0.171,1.0
543,"RT @CRCCNews: #TriptoGreen This Sino-German Eco-City Exhibition Hall is the first ""zero energy consumption"" building in #Tianjin, relying o…",0.045,0.785,0.171,1.0
544,"RT @judgeyourself99: Weather is currently below freezing, yet all I see are adverts telling us to reduce energy consumption. Reduce the pri…",0.045,0.785,0.171,1.0
545,"RT @judgeyourself99: Weather is currently below freezing, yet all I see are adverts telling us to reduce energy consumption. Reduce the pri…",0.045,0.785,0.171,1.0
546,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.045,0.785,0.171,1.0
547,"RT @judgeyourself99: Weather is currently below freezing, yet all I see are adverts telling us to reduce energy consumption. Reduce the pri…",0.045,0.785,0.171,1.0
548,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.045,0.785,0.17,1.0
549,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.045,0.785,0.17,1.0
550,"RT @PandemicTruther: In the UK, women are selling their bodies to make the ends meet. UK is reduced to this. Next year, every UK household…",0.044,0.785,0.17,1.0
551,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.044,0.786,0.17,1.0
552,"RT @ValaAfshar: 14 key technologies shaping the next decade: 

1 applied AI
2 5G/6G
3 bioengineering
4 clean energy
5 sustainable consumpti…",0.044,0.785,0.17,1.0
553,"RT @ARaj_Energy: This is what you get when: 
— you only promote intermittent sources of energy, actually ramp up the worst emitters — aka #…",0.045,0.785,0.17,1.0
554,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.045,0.785,0.17,1.0
555,"@greenpeaceusa @Patterns_CP @CleanUpBitcoin An automobile could reduce its energy consumption by 99.84% as well, by removing its engine. It would also then be just as useless as the “world’s 2nd largest cryptocurrency”, Ethereum. Without proof of work, Bitcoin cannot actually become carbon negative and scale renewables.",0.045,0.785,0.17,1.0
556,"RT @leeyak09: - Gold is secured by weapons.
- Fiat is secured by consumption.
- #Bitcoin is secured by energy. 

- Gold leads to war.
- Fia…",0.045,0.784,0.17,1.0
557,"@johnedpatton @_alexbrogan Saved! Here's the compiled thread: https://t.co/qwk40RyfFP

🪄 AI-generated summary:

""The 14 most important technology trends are: Applied Artificial Intelligence, Advanced Connectivity, Bioengineering, Clean Energy, Mobility, Sustainable Consumption, Web3,...",0.045,0.783,0.171,1.0
558,"RT @judgeyourself99: Weather is currently below freezing, yet all I see are adverts telling us to reduce energy consumption. Reduce the pri…",0.045,0.783,0.171,1.0
559,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.045,0.784,0.171,1.0
560,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.045,0.784,0.171,1.0
561,"Weather is currently below freezing, yet all I see are adverts telling us to reduce energy consumption. Reduce the price of #energybills, there shouldn't be a #CostOfLivingCrisis. We are suffering from a a #ToryCostOfGreedCrisis, enough is enough.",0.046,0.784,0.171,1.0
562,@BTC_Archive What's the way forward? Can't it migrate to #PoS as was done by #ETH. It will go a long way to reduce the energy consumption,0.045,0.784,0.171,1.0
563,"This is great news for #DataScientists and #web3 enthusiasts.

The #datachallenge for $OCEAN storage network energy consumption has been EXTENDED.

It's time to get involved. https://t.co/wu9cRfGe6g",0.045,0.784,0.171,1.0
564,RT @jonathanbrun: @jasonhickel But from the point of view of re-elections you must assure voters they their lifestyle - consumption possibi…,0.045,0.784,0.171,1.0
565,"RT @fossilfreeusa: In 2019, #NM was one of the top 20 states in per capita energy consumption. Its industrial sector accounted for about 1/…",0.045,0.784,0.171,1.0
566,"RT @Firstdays_: With the drop in temperature we're receiving even more requests for support. We're working with @sharewokingham, @Wokingham…",0.045,0.784,0.171,1.0
567,RT @krugermacro: Maxis want ETH to be named a security. While non-crypto people want to make proof of work illegal due to its high energy c…,0.046,0.783,0.171,1.0
568,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.045,0.783,0.171,1.0
569,"@TandonRaveena There will be heavy dependence on fossil fuels to meet d energy needs of masses. Govts have to invest more in &amp; incentivize renewable energy sources, but w'out fossil fuel subsidy we will be hit by inflation esp in regimes like India where fossil fuel consumption is heavily taxed",0.045,0.784,0.171,1.0
570,RT @AltcoinDailyio: The same people who FUD #Bitcoin energy consumption do THIS 👇🎄 https://t.co/X9yG7YFs6I,0.046,0.783,0.171,1.0
571,"Green energy tokens capitalize on Tesla’s decision to nix Bitcoin payments . Tesla’s decision to cease Bitcoin payments ignited a green energy debate that sent the price of low energy consumption protocols, such as NANO, HBAR and EWT, higher.",0.046,0.783,0.171,1.0
572,"RT @TheGhostSleepi1: Used to think zero carbon would be a good thing for the environment, but it’s a pipe dream &amp; isn’t feasible with the t…",0.045,0.783,0.171,1.0
573,RT @toyota_europe: Aiming to make our European manufacturing facilities #CarbonNeutral by 2030 #Toyota takes multi-faceted approach -  mini…,0.045,0.784,0.171,1.0
574,"RT @drvolts: Today, DOE ""proposed a rule requiring electrification of all new &amp; renovated federal buildings. Starting in 2025, those buildi…",0.045,0.784,0.171,1.0
575,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.045,0.784,0.171,1.0
576,"@ClausMller17 https://t.co/ZXXvrrDmRS Average electricity usage is at an all time low, and charging an electric car at ~15-50A at night does nothing to disturb the grid off peak:p",0.045,0.784,0.171,1.0
577,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.045,0.784,0.171,1.0
578,"RT @aeberman12: Faith that technology will save us from our bad behavior is a terrible bet. 

Lower consumption of ALL energy will save us…",0.046,0.783,0.171,1.0
579,"RT @ARaj_Energy: This is what you get when: 
— you only promote intermittent sources of energy, actually ramp up the worst emitters — aka #…",0.046,0.783,0.171,1.0
580,"RT @ValaAfshar: 14 key technologies shaping the next decade: 

1 applied AI
2 5G/6G
3 bioengineering
4 clean energy
5 sustainable consumpti…",0.046,0.783,0.171,1.0
581,"RT @Intatec: Are you looking to reduce energy consumption?

Our pre-settable commercial radiator valve accessories enable installers to opt…",0.046,0.783,0.171,1.0
582,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.046,0.783,0.171,1.0
583,RT @toyota_europe: Aiming to make our European manufacturing facilities #CarbonNeutral by 2030 #Toyota takes multi-faceted approach -  mini…,0.046,0.783,0.171,1.0
584,RT @krugermacro: Maxis want ETH to be named a security. While non-crypto people want to make proof of work illegal due to its high energy c…,0.046,0.783,0.171,1.0
585,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.046,0.783,0.171,1.0
586,"This is what you get when: 
— you only promote intermittent sources of energy, actually ramp up the worst emitters — aka #coal 
— ignore the realities of consumption and shape a pathway that takes time to even create
— demonize gas, get DM to try to skip it

#OOTT #ONGT #Netzero https://t.co/P6vocwPzpe",0.047,0.782,0.171,1.0
587,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.046,0.783,0.171,1.0
588,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.046,0.783,0.171,1.0
589,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.046,0.783,0.171,1.0
590,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.046,0.783,0.171,1.0
591,"RT @PennEnvironment: In 2021, 77% of @HersheyCompany electricity consumption came from renewable or zero-emissions energy! The company is c…",0.046,0.783,0.171,1.0
592,"RT @PandemicTruther: In the UK, women are selling their bodies to make the ends meet. UK is reduced to this. Next year, every UK household…",0.046,0.783,0.17,1.0
593,"Energy consumption is also one of the problems in the web3 space since the ETH merge. Which is why there is need for a well oriented project like @IneryBlockchain who offers relatively low cost in carrying out transactions and with less energy 
#inery https://t.co/kWQ0CH0bkX",0.046,0.783,0.171,1.0
594,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.046,0.783,0.171,1.0
595,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.046,0.783,0.17,1.0
596,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.046,0.783,0.17,1.0
597,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.046,0.783,0.17,1.0
598,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.046,0.784,0.17,1.0
599,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.046,0.784,0.17,1.0
600,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.046,0.784,0.17,1.0
601,RT @JMGlachant: Voluntarily reducing energy consumption has still margins of improvement…,0.046,0.784,0.17,1.0
602,RT @toyota_europe: Aiming to make our European manufacturing facilities #CarbonNeutral by 2030 #Toyota takes multi-faceted approach -  mini…,0.046,0.784,0.17,1.0
603,RT @BTCTN: #Russian Ministry of Energy expects #crypto mining’s #power #consumption to rise in 2022. https://t.co/CA4KW36U0j,0.046,0.784,0.17,1.0
604,"Itron $ITRI said Thursday that it will connect and manage 260,000 smart streetlights within the service area of Baltimore Gas &amp; Electric to help lower energy consumption and improve community safety.",0.046,0.783,0.171,1.0
605,Bitcoin miners are required to report their energy consumption in the proposed bill https://t.co/XPcOqQqAuk,0.046,0.783,0.171,1.0
606,RT @JMGlachant: Voluntarily reducing energy consumption has still margins of improvement…,0.046,0.783,0.171,1.0
607,@LayahHeilpern ECB is actually only against Btcoin because of its high energy consumption. What exactly are you trying to say? 🤣,0.046,0.784,0.171,1.0
608,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.046,0.784,0.171,1.0
609,"RT @jbelizaireCEO: ""You can use this type of computing to absorb excess renewable energy, which is one of the biggest challenges in renewab…",0.046,0.784,0.171,1.0
610,"RT @jbelizaireCEO: ""You can use this type of computing to absorb excess renewable energy, which is one of the biggest challenges in renewab…",0.046,0.784,0.171,1.0
611,RT @Agora_Bank: There's been a lot of talk about the crypto industry's excessive consumption of energy. 1/5,0.046,0.784,0.171,1.0
612,There's been a lot of talk about the crypto industry's excessive consumption of energy. 1/5,0.045,0.784,0.171,1.0
613,RT @BTCTN: #Russian Ministry of Energy expects #crypto mining’s #power #consumption to rise in 2022. https://t.co/CA4KW36U0j,0.045,0.784,0.171,1.0
614,RT @toyota_europe: Aiming to make our European manufacturing facilities #CarbonNeutral by 2030 #Toyota takes multi-faceted approach -  mini…,0.045,0.784,0.17,1.0
615,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.045,0.784,0.17,1.0
616,RT @UxbEconomist07: Enormous amount of £ from Britain using all it’s #Energy resources such as CokingCoal &amp; #Fracking #ShaleGas would enabl…,0.045,0.785,0.17,1.0
617,RT @UxbEconomist07: Enormous amount of £ from Britain using all it’s #Energy resources such as CokingCoal &amp; #Fracking #ShaleGas would enabl…,0.045,0.785,0.17,1.0
618,"Today, I am proud to announce that the energy consumption for the node I operate is over 90% carbon-free, as it is a mixture of hydroelectricity/solar/geothermal.

Here's to a #greener future!

$AZERO state-of-the-art technology powering the ideas of tomorrow today... https://t.co/APN787UkM9",0.045,0.785,0.17,1.0
619,"@MikePannett @obbsie @JSHKT20 @kerryblakeman @FABSITEUK @PD_Sable @Ex_arv_sgt @keenyn7 @TVP_ACC @ProtectRPolice @flyabout7 Great documentary. I was a young lad at the time but still have some hazy memories. I do wonder how the country would cope now should such weather hit us again. Over reliance on road transport, less rail infrastructure, central heating, higher energy consumption etc etc. 🤔",0.045,0.785,0.17,1.0
620,"RT @aeberman12: Faith that technology will save us from our bad behavior is a terrible bet. 

Lower consumption of ALL energy will save us…",0.046,0.784,0.17,1.0
621,RT @krugermacro: Maxis want ETH to be named a security. While non-crypto people want to make proof of work illegal due to its high energy c…,0.046,0.784,0.17,1.0
622,RT @AltcoinDailyio: The same people who FUD #Bitcoin energy consumption do THIS 👇🎄 https://t.co/X9yG7YFs6I,0.046,0.784,0.17,1.0
623,"4/ EACs vs Offsets?

EACs: track production &amp; consumption of renewable energy on the grid &amp; incentivize grids to transition to renewable power💡

Carbon Offsets: track the capture &amp; release of greenhouse gasses (GHG) &amp; incentivize reducing the level of GHG in the atmosphere💨",0.046,0.784,0.17,1.0
624,"RT @ChrisMusson: NEW: UK Statistics Authority on Nicola Sturgeon's false claim in parliament that Scotland's ""net energy consumption"" is ""p…",0.046,0.784,0.17,1.0
625,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.046,0.784,0.17,1.0
626,"@oceanprotocol extends deadline to enter their ongoing Storage Network Energy Consumption Data Challenge!

If you're yet to get on, head to https://t.co/7yn66QgfpS to make your entries and  stand a chance to win from the 6,000USD $OCEAN prize.

#DataChallenge #Crypto #Bullish https://t.co/hMK328A7om",0.046,0.784,0.171,1.0
627,"We thank grassroots efforts like LVEJO for their help. We also encourage everyone to join in on the effort to stop climate change in an impactful way whether that be using clean energy, reducing your consumption of goods, or joint grassroots efforts like LVEJO in your community.",0.046,0.783,0.172,1.0
628,"RT @ThisWeekinFM: Data centres already make up 3 per cent of global electricity consumption, and with the ever-expanding adoption of techno…",0.045,0.783,0.171,1.0
629,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.045,0.783,0.171,1.0
630,RT @MarketingMax: They even authorized a report that showed Oatly is a better choice for the environment than other traditional dairy produ…,0.045,0.783,0.171,1.0
631,"RT @CRCCNews: #TriptoGreen This Sino-German Eco-City Exhibition Hall is the first ""zero energy consumption"" building in #Tianjin, relying o…",0.045,0.783,0.171,1.0
632,"@RichFVNC And who determines what is excessive and unnecessary consumption of energy? It's not 'necessary' that I go out to breakfast tomorrow. I don't need to be on this phone right now, but John Kerry needs his jets, Bernie his multiple houses, Biden his lobsters.....",0.045,0.784,0.171,1.0
633,"@AntoniZolciak Fortunately, the energy consumption at the node I operate is over 90% carbon-free as it is a mixture of hydroelectricity/solar/geothermal.

Here's to a #greener future!",0.045,0.784,0.171,1.0
634,RT @BTCTN: #Russian Ministry of Energy expects #crypto mining’s #power #consumption to rise in 2022. https://t.co/CA4KW36U0j,0.045,0.784,0.171,1.0
635,"RT @CRCCNews: #TriptoGreen This Sino-German Eco-City Exhibition Hall is the first ""zero energy consumption"" building in #Tianjin, relying o…",0.045,0.784,0.171,1.0
636,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.045,0.784,0.171,1.0
637,"@dgb_ycagel Mining currently consumes energy, for “all” cryptocurrencies. Find a way to reduce Digibyte mining energy consumption, capture the “saved” energy and sell it.",0.045,0.784,0.171,1.0
638,RT @AltcoinDailyio: The same people who FUD #Bitcoin energy consumption do THIS 👇🎄 https://t.co/X9yG7YFs6I,0.045,0.784,0.171,1.0
639,"The report covers a wide range of topics 🤓

Hashing
Bitcoin mining history
Hashrate projections
Bitcoin's security budget
Bitcoin mining rigs
Bitcoin's energy consumption
Bitcoin's relation to climate change and renewable energy
Hurdles that could slow down hashrate growth https://t.co/RgXpqUBKNz",0.045,0.784,0.171,1.0
640,"RT @judgeyourself99: Weather is currently below freezing, yet all I see are adverts telling us to reduce energy consumption. Reduce the pri…",0.045,0.784,0.171,1.0
641,Voluntarily reducing energy consumption has still margins of improvement… https://t.co/pkudjg6hy8,0.045,0.784,0.171,1.0
642,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.045,0.784,0.171,1.0
643,"RT @CRCCNews: #TriptoGreen This Sino-German Eco-City Exhibition Hall is the first ""zero energy consumption"" building in #Tianjin, relying o…",0.045,0.784,0.171,1.0
644,"RT @judgeyourself99: Weather is currently below freezing, yet all I see are adverts telling us to reduce energy consumption. Reduce the pri…",0.045,0.784,0.171,1.0
645,"RT @judgeyourself99: Weather is currently below freezing, yet all I see are adverts telling us to reduce energy consumption. Reduce the pri…",0.045,0.784,0.171,1.0
646,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.045,0.784,0.171,1.0
647,"RT @judgeyourself99: Weather is currently below freezing, yet all I see are adverts telling us to reduce energy consumption. Reduce the pri…",0.045,0.784,0.171,1.0
648,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.045,0.785,0.171,1.0
649,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.045,0.785,0.171,1.0
650,"RT @PandemicTruther: In the UK, women are selling their bodies to make the ends meet. UK is reduced to this. Next year, every UK household…",0.045,0.785,0.17,1.0
651,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.045,0.785,0.17,1.0
652,"RT @ValaAfshar: 14 key technologies shaping the next decade: 

1 applied AI
2 5G/6G
3 bioengineering
4 clean energy
5 sustainable consumpti…",0.045,0.785,0.17,1.0
653,"RT @ARaj_Energy: This is what you get when: 
— you only promote intermittent sources of energy, actually ramp up the worst emitters — aka #…",0.045,0.785,0.171,1.0
654,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.045,0.785,0.17,1.0
655,"@greenpeaceusa @Patterns_CP @CleanUpBitcoin An automobile could reduce its energy consumption by 99.84% as well, by removing its engine. It would also then be just as useless as the “world’s 2nd largest cryptocurrency”, Ethereum. Without proof of work, Bitcoin cannot actually become carbon negative and scale renewables.",0.045,0.785,0.17,1.0
